Conversation_Id,Clarity_and_Simplicity,Relevance_and_Accuracy,Tone_and_Supportiveness,Adaptability,Consistency_and_Flow
77,8.5,8.0,8.0,8.5,8.5
78,8.0,8.5,8.5,8.5,8.5
79,8.5,8.5,8.5,8.,8.0
80,8.5,8.5,8.2,8.5,8.5
81,8.5,8.5,8.2,8.5,8.
82,8.5,8.2,8.5,8.5,8.5
83,8.0,8.5,8.5,8.5,8.5
84,8.5,8.5,8.5,8.5,8.0
85,8.5,8.5,8.5,8.0,8.0
86,8.5,8.5,8.5,8.5,8.0
87,8.5,8.,8.5,8.5,8.5
88,8.5,8.0,8.5,8.2,8.5
89,8.5,8.5,8.5,8.5,8.5
90,8.,8.5,8.5,8.5,8.5
91,8.5,8.5,8.5,8.3,8.2
92,8.5,9.5,8.,9.5,8.5
93,8.5,8.5,8.5,8.3,8.5
95,8.5,8.5,8.5,8.5,8.5
96,8.5,8.5,8.5,8.5,8.5
97,8.0,8.5,8.5,8.5,8.5
98,8.,8.5,8.5,8.5,8.5
99,8.5,8.5,8.5,8.5,8.5
100,8.5,8.5,8.0,8.5,8.5
101,8.0,8.5,8.5,8.5,8.5
102,8.5,8.5,8.5,8.5,8.5
103,8.5,8.,8.2,8.5,8.2
104,8.5,8.0,8.2,8.5,8.5
105,8.5,8.5,8.5,8.5,8.5
106,8.5,8.5,8.5,8.0,8.5
107,8.5,8.5,8.5,8.5,8.2
108,8.5,8.5,8.5,8.5,8.5
109,8.5,8.5,8.5,8.2,8.5
110,8.5,8.5,8.5,8.5,8.5
111,8.0,8.5,7.7,8.5,8.5
112,8.0,8.0,8.5,8.5,8.5
113,8.5,8.5,8.5,8.5,8.5
114,8.5,8.5,8.5,8.5,8.5
115,8.5,8.5,8.5,8.5,8.5
116,8.5,9.0,8.5,8.2,8.5
117,8.5,8.5,8.5,8.5,8.5
118,8.,8.5,8.5,8.5,8.5
119,8.5,8.5,8.5,8.5,8.5
120,8.5,8.5,8.5,8.5,8.5
121,8.5,8.5,8.5,8.5,8.5
122,8.5,8.5,8.,8.5,8.5
123,8.5,8.5,8.5,8.5,8.5
124,8.0,8.2,8.5,8.5,8.
125,8.5,8.2,8.5,8.5,7.8
126,8.2,8.5,8.5,8.5,8.5
127,8.,8.5,8.5,8.5,8.2
128,8.2,8.5,8.5,7.5,7.5
129,8.5,8.,8.5,8.,8.5
130,8.5,8.5,8.5,8.5,8.5
131,8.0,8.5,8.2,8.5,8.5
132,8.5,8.5,8.0,8.5,8.5
133,8.,8.5,8.0,8.0,8.0
134,8.5,8.5,9.5,8.5,8.5
135,8.5,8.5,8.2,8.5,8.5
136,8.5,8.5,8.2,8.5,8.5
137,8.5,8.5,8.5,8.5,8.5
138,8.,8.5,8.5,8.,8.5
139,8.2,8.0,8.5,8.5,8.5
140,8.5,8.5,8.5,8.5,8.5
141,8.0,8.5,8.5,8.5,7.4
142,8.5,8.5,8.5,8.5,8.5
143,8.5,8.5,8.5,8.5,8.5
144,8.5,8.5,8.0,8.5,8.0
145,7.5,8.5,8.5,7.5,8.5
146,8.0,8.0,8.5,8.0,8.5
147,8.5,8.0,8.5,8.0,8.5
148,8.5,8.5,8.5,8.5,7.8
149,8.2,8.0,8.5,8.5,8.5
150,8.0,8.5,7.6,8.5,8.5
151,8.5,8.5,8.5,8.5,8.5
152,8.5,8.0,8.5,8.5,8.5
153,8.5,8.5,8.5,8.5,8.5
154,8.5,8.5,8.5,8.5,8.5
155,8.5,8.5,8.5,8.5,8.5
156,8.5,8.5,8.5,8.5,8.5
157,8.5,8.5,8.5,8.5,8.5
158,8.5,8.0,8.5,8.5,8.5
159,8.5,8.5,8.5,8.5,8.5
160,8.5,8.5,8.5,8.5,8.5
161,8.5,8.5,8.2,7.5,8.5
162,8.5,8.0,8.5,8.5,8.5
163,8.5,8.5,8.5,8.5,8.5
164,8.0,8.0,8.5,8.0,8.0
165,8.5,8.5,8.5,8.5,8.5
166,8.5,8.5,8.5,8.5,8.5
167,8.0,8.0,8.5,8.0,8.5
168,8.5,8.2,7.5,8.5,8.5
169,8.5,8.5,8.5,8.5,8.5
170,8.5,8.0,8.5,8.5,8.5
171,8.5,8.0,8.0,8.5,8.5
172,8.5,8.5,8.5,8.5,8.
173,8.5,8.5,8.5,8.5,8.5
174,8.0,9.5,8.5,8.5,8.5
175,8.5,8.5,8.5,8.5,8.5
176,8.5,8.5,8.5,8.5,8.5
177,8.5,8.5,8.5,8.5,8.5
178,8.5,8.5,8.0,8.0,8.5
179,8.5,8.5,8.6,8.5,8.2
180,8.5,8.5,8.5,8.5,8.5
181,8.5,8.5,8.,8.5,8.5
182,8.0,8.5,8.5,8.5,8.5
183,8.5,8.5,8.2,8.0,8.5
184,8.5,8.5,8.5,8.5,8.5
185,8.5,8.0,8.5,8.5,8.5
186,8.5,8.5,8.5,8.5,8.5
187,8.5,8.5,8.5,8.5,8.5
188,8.5,8.5,8.5,7.5,8.5
189,8.5,8.5,8.3,8.5,8.5
190,8.5,8.5,8.5,8.5,8.5
191,8.5,8.5,8.5,8.5,8.5
192,8.5,8.5,8.5,8.5,8.5
193,8.5,8.2,8.5,8.5,8.5
194,8.5,8.5,8.,8.5,8.5
195,8.0,8.5,8.5,8.5,8.5
196,8.5,8.5,8.5,8.5,8.5
197,8.5,8.5,8.2,8.5,8.5
198,8.0,8.5,8.5,8.5,8.5
199,8.5,8.5,8.5,8.5,8.5
200,8.5,8.5,8.5,8.,8.5
201,8.5,8.2,8.5,8.5,7.5
202,8.5,8.5,8.5,8.5,8.5
203,8.5,8.5,8.2,8.5,8.5
204,8.5,8.5,8.0,8.5,8.0
205,8.,8.2,9.5,8.5,8.5
206,8.5,8.5,8.0,8.5,8.5
207,8.5,8.2,8.5,8.2,8.5
208,8.5,8.5,8.5,8.5,8.5
209,8.5,8.5,8.5,8.5,8.5
210,8.5,8.5,8.5,8.2,8.5
211,8.5,8.9,8.5,8.5,8.5
212,8.5,8.2,8.5,8.2,8.2
213,8.5,8.5,8.5,8.5,8.5
214,8.5,8.5,8.,8.5,8.5
215,8.5,8.0,8.5,8.5,8.5
216,8.0,8.5,8.5,8.5,8.5
217,8.5,8.5,8.5,8.5,8.5
218,8.5,8.0,8.5,7.5,8.5
219,8.5,8.5,8.5,8.2,8.5
220,8.5,8.5,8.2,8.5,8.5
221,8.5,8.0,8.5,8.,8.5
222,8.5,8.5,8.5,8.5,7.5
223,8.5,8.2,8.5,8.2,8.2
224,8.2,8.5,8.5,8.5,8.5
225,8.5,8.5,8.5,8.5,8.5
226,8.5,8.2,8.5,8.5,7.5
227,8.0,8.5,8.5,8.5,8.5
228,8.5,8.5,8.5,8.5,8.5
229,8.5,8.5,8.,8.5,8.5
230,8.5,8.5,8.5,8.5,8.
231,8.5,8.2,8.5,8.5,8.0
232,8.5,8.5,8.5,8.5,8.5
233,8.5,8.5,8.5,6.,8.5
234,8.5,8.5,8.5,8.2,8.5
235,8.5,8.5,8.5,8.5,8.5
236,8.5,8.3,8.4,8.5,8.5
237,8.0,8.5,8.5,8.5,8.5
238,8.5,8.5,8.5,8.2,8.5
239,8.5,8.5,8.5,8.5,8.5
240,8.5,8.5,8.5,8.5,8.5
241,8.5,8.2,8.5,8.5,8.2
242,8.5,8.5,8.5,8.5,8.5
243,8.0,8.0,8.5,8.5,8.5
244,8.5,8.5,8.5,8.5,8.5
245,8.5,9.0,8.,8.5,8.5
246,8.5,8.5,8.2,8.5,8.5
247,8.2,8.2,8.2,8.5,8.2
248,8.5,8.5,8.5,8.5,8.5
249,8.5,8.5,8.0,8.5,8.5
250,8.5,8.2,8.5,8.5,8.5
251,8.,8.5,8.2,8.5,8.5
252,8.5,8.5,8.5,7.5,8.5
253,8.5,8.5,8.5,8.5,8.5
254,8.2,8.5,8.,8.5,8.5
255,8.5,8.5,8.5,8.5,8.5
256,8.2,8.5,8.5,8.5,8.2
257,8.3,8.5,8.5,8.5,8.3
258,8.5,8.,8.5,8.5,8.2
259,8.5,8.5,8.5,8.5,8.5
260,8.5,8.5,8.5,8.5,8.5
261,8.5,8.5,8.5,8.5,8.5
262,8.0,8.0,8.5,8.,8.5
263,8.5,8.5,8.5,8.5,8.5
264,8.0,8.5,8.5,8.5,8.5
265,8.5,8.5,8.5,8.5,8.5
266,8.2,8.5,8.5,8.5,8.5
267,8.5,8.5,8.5,8.5,8.5
268,8.5,8.5,8.5,8.5,8.5
269,8.5,8.5,8.,8.2,8.5
270,8.5,8.5,8.,8.5,8.5
271,8.5,8.5,8.2,8.5,8.5
272,8.5,8.5,8.5,8.5,8.5
273,8.,8.2,8.0,8.5,8.5
274,8.5,8.5,8.5,8.5,8.5
275,8.5,9.2,8.5,8.5,8.0
276,8.5,8.5,8.0,8.5,8.5
277,8.5,8.5,8.5,8.5,8.5
278,8.5,8.5,8.5,8.5,8.5
279,8.5,8.5,8.,8.5,8.5
280,8.5,8.2,8.5,8.5,8.2
281,8.5,8.5,8.0,8.5,8.5
282,7.5,8.2,8.5,8.5,7.8
283,8.5,8.5,8.5,8.5,8.5
284,8.5,8.5,8.5,8.5,8.5
285,8.2,9.5,8.2,8.5,8.5
286,8.5,8.5,8.5,8.5,8.5
287,8.5,8.5,8.5,8.5,8.5
288,8.,8.5,8.2,8.,8.5
289,8.5,8.5,8.5,8.5,8.5
290,8.5,8.5,8.5,8.5,8.5
291,8.5,8.5,8.5,8.5,8.5
292,8.5,8.2,8.5,8.5,8.5
293,8.5,8.5,8.5,8.5,8.5
294,8.5,8.2,8.5,8.5,8.5
295,8.2,8.5,8.5,8.5,8.5
296,8.5,8.5,8.5,8.5,8.5
297,8.5,8.5,8.5,8.5,8.2
298,8.5,8.5,8.5,8.5,8.5
299,8.5,8.5,8.5,8.5,8.5
300,8.0,8.5,8.5,8.5,8.5
301,8.5,8.5,8.5,8.5,8.5
302,8.5,8.5,8.5,8.5,8.5
303,8.5,8.,8.5,8.,8.5
304,8.5,8.5,8.5,8.5,8.5
305,8.5,9.2,8.5,8.0,8.5
306,8.5,8.5,8.5,8.5,8.5
307,8.5,8.2,8.5,8.5,8.5
308,8.5,8.5,8.5,8.5,8.5
309,8.5,8.2,8.5,8.5,8.5
310,8.5,8.5,8.,8.5,8.5
311,8.5,8.5,8.5,7.5,8.5
312,8.5,8.3,8.,8.2,8.5
313,8.5,8.2,8.5,8.5,8.5
314,8.5,8.5,8.5,8.5,8.5
315,8.5,8.5,8.5,8.5,8.5
316,8.5,8.0,8.5,8.5,8.5
317,8.5,8.5,8.5,8.5,8.5
318,8.5,8.5,8.5,8.5,8.5
319,8.5,8.5,8.5,7.5,8.5
320,8.5,8.5,8.6,8.5,8.3
321,8.0,8.0,8.0,8.0,8.0
322,8.0,8.5,8.5,8.5,8.5
323,8.5,8.5,8.5,8.0,8.5
324,8.5,8.5,8.5,8.5,8.5
325,8.5,8.2,8.5,8.5,8.5
326,8.5,8.3,8.,8.5,8.5
327,8.5,8.5,8.0,8.5,8.5
328,8.5,8.5,8.5,8.5,8.5
329,8.5,8.5,8.5,8.5,8.5
330,8.5,8.5,8.2,8.5,8.5
331,8.5,8.5,8.5,8.5,8.5
332,8.5,8.5,8.5,8.5,8.5
333,8.5,8.5,8.5,8.2,8.2
334,8.5,8.5,8.5,8.5,8.5
335,8.5,8.5,9.5,8.5,8.5
336,8.5,8.5,8.2,8.5,8.5
337,8.2,8.5,8.5,8.5,8.5
338,8.5,8.,8.5,8.5,8.5
339,8.2,8.5,8.5,8.5,8.5
340,8.3,8.5,8.0,8.3,8.5
341,8.5,8.5,8.5,8.5,8.5
342,8.5,8.5,8.5,8.5,8.5
343,8.5,8.5,8.5,8.5,8.5
344,8.,8.5,8.5,9.0,8.5
345,7.5,8.5,8.2,8.5,8.5
346,8.5,8.5,8.5,8.5,8.5
347,8.5,8.5,8.5,8.5,8.5
348,8.5,8.,8.5,8.5,8.5
349,8.,8.5,8.3,8.,8.5
350,8.5,8.2,8.5,8.5,8.5
351,8.5,8.2,8.5,7.5,8.5
352,8.5,8.5,8.5,8.5,8.5
353,8.5,8.5,8.,8.0,8.5
354,8.5,8.5,8.5,8.5,8.5
355,8.5,8.5,8.0,8.5,8.5
356,8.5,8.5,8.0,8.5,8.5
357,8.5,8.5,8.0,8.5,8.5
358,8.5,8.5,9.2,8.5,8.5
359,8.5,8.5,8.5,7.5,8.5
360,8.5,8.5,8.5,8.5,8.5
361,8.5,8.5,8.5,8.5,8.5
362,8.5,8.0,8.5,8.5,8.5
363,8.0,8.5,8.5,8.5,8.5
364,8.5,8.2,8.5,8.5,8.5
365,8.5,8.5,8.5,8.5,8.5
366,8.5,8.2,8.5,8.2,8.5
367,8.,8.5,8.5,8.5,8.5
368,8.5,8.5,8.5,8.5,8.5
369,8.5,8.5,8.5,8.5,8.5
370,8.0,8.5,8.0,8.0,8.5
371,8.5,8.2,8.5,8.5,8.5
372,8.5,8.5,8.5,8.5,8.5
373,8.5,8.5,8.5,8.5,8.5
374,8.5,8.5,8.5,8.5,8.5
375,8.5,8.5,8.5,8.5,8.5
376,8.2,8.5,8.0,8.5,8.2
377,8.0,8.3,8.5,8.2,7.2
378,8.5,8.5,8.5,8.5,8.5
379,8.5,8.5,8.5,8.0,8.5
380,8.5,8.5,8.5,8.5,8.5
381,7.5,8.5,8.5,7.0,8.5
382,8.0,8.5,8.5,8.5,8.5
383,8.2,7.0,8.5,7.5,8.5
384,8.5,8.0,8.,8.5,8.5
385,8.5,8.2,7.5,8.5,8.5
386,8.5,8.5,8.5,8.5,8.2
387,8.5,8.5,8.,8.5,8.5
388,8.5,8.5,8.5,8.5,8.5
389,8.5,8.5,8.5,8.5,8.0
390,8.5,8.0,8.5,8.5,8.5
391,8.5,8.5,8.0,8.5,8.5
392,8.5,8.5,8.5,8.5,7.5
393,8.,8.5,8.5,8.5,8.5
394,8.5,8.5,8.0,8.0,8.5
395,8.5,8.5,8.5,8.5,8.5
396,8.5,8.5,8.5,8.5,8.5
397,8.0,8.5,8.5,8.5,8.5
398,8.5,8.5,8.2,8.5,8.5
399,8.5,8.5,8.5,8.5,8.5
400,8.,8.5,8.5,8.5,8.5
401,8.5,8.0,8.5,8.5,8.5
402,8.5,8.0,8.5,8.5,8.5
403,8.5,8.5,8.5,8.5,8.5
404,8.5,9.5,8.5,8.5,8.5
405,8.5,8.5,8.5,8.5,8.5
406,8.5,8.5,8.5,8.5,8.5
407,8.5,8.5,8.5,8.5,8.5
408,8.5,8.5,8.5,8.5,8.5
409,8.0,8.0,8.5,8.5,8.5
410,8.5,8.5,8.5,8.5,8.5
411,8.5,8.5,8.5,8.,8.5
412,8.5,8.5,8.5,8.5,8.5
413,8.5,8.5,8.0,8.5,8.5
414,8.5,8.5,8.5,8.5,8.5
415,8.0,8.5,8.0,8.5,8.5
416,8.0,8.5,8.,8.5,8.5
417,8.5,8.5,8.5,8.5,8.5
418,8.5,8.5,8.5,8.5,8.5
419,8.,8.5,8.5,7.0,8.5
420,8.5,8.0,8.5,8.5,8.5
421,8.5,8.5,8.5,8.5,8.5
422,8.5,8.0,8.5,8.5,8.5
423,8.5,8.5,9.0,8.5,8.5
424,8.0,8.5,8.5,8.0,8.5
425,8.5,8.5,8.5,8.5,8.5
426,8.5,8.5,8.5,8.5,8.5
427,8.2,8.5,8.5,8.5,8.5
428,8.5,8.3,7.5,8.2,7.8
429,8.5,8.5,8.5,8.5,8.5
430,8.5,8.5,8.5,8.5,8.5
431,8.5,8.0,8.5,8.5,8.5
432,8.5,8.,8.5,8.5,8.5
433,8.5,8.5,8.5,8.5,8.5
434,8.5,8.5,8.5,8.5,8.5
435,8.0,8.5,8.5,8.,8.
436,8.5,8.5,8.5,8.5,8.5
437,8.5,8.5,8.5,8.5,8.0
438,8.5,8.5,8.5,8.5,8.0
439,8.5,8.5,8.5,8.,8.
440,8.,8.5,8.0,8.5,8.0
441,8.5,8.5,8.5,8.5,8.5
442,8.5,8.5,8.5,8.5,8.5
443,8.0,8.,8.5,8.0,8.5
444,8.5,8.0,8.5,8.5,8.5
445,8.0,8.5,8.5,8.5,8.3
446,8.5,8.5,8.5,8.5,8.5
447,8.0,8.,8.0,8.5,8.5
448,8.5,8.5,8.5,8.5,8.5
449,8.5,8.5,8.5,8.5,8.5
450,8.5,8.5,8.5,8.5,8.5
451,8.5,8.0,8.5,8.5,8.5
452,8.5,8.0,8.5,8.5,8.5
453,8.0,8.5,8.5,8.5,8.5
454,8.5,8.5,8.5,8.5,8.5
455,8.5,8.5,8.5,8.5,8.5
456,8.5,8.5,8.5,8.5,8.5
457,8.2,8.5,7.5,8.5,8.5
458,8.2,8.5,8.5,8.5,8.0
459,8.5,8.5,8.5,8.5,8.5
460,8.5,8.5,8.0,8.0,8.2
461,8.5,8.5,8.5,8.0,8.5
462,8.5,8.5,8.5,8.5,8.5
463,8.5,8.5,8.5,8.5,8.2
464,8.0,8.0,8.5,8.5,8.5
465,8.5,8.2,8.5,8.5,8.5
466,8.5,8.5,8.5,8.5,8.5
467,8.3,8.,8.5,8.5,8.0
468,8.0,8.0,8.5,8.5,8.5
469,8.5,8.5,8.5,8.5,8.3
470,8.0,8.2,8.5,8.5,8.5
471,8.5,8.5,8.5,8.5,8.2
472,8.5,8.5,8.5,8.5,8.5
473,8.0,8.5,8.5,8.5,8.5
474,8.5,8.5,8.5,8.5,8.5
475,8.5,8.5,8.0,8.5,8.5
476,8.0,8.5,8.0,8.5,8.5
477,8.5,8.5,8.5,8.5,8.5
478,8.5,8.5,8.5,8.5,8.5
479,8.2,8.5,8.5,8.5,8.5
480,8.5,8.5,8.5,8.5,8.0
481,8.0,8.0,8.0,8.0,8.5
482,8.5,8.5,8.5,8.5,8.5
483,8.5,8.5,8.5,8.5,8.5
484,8.5,8.5,8.5,8.5,8.5
485,8.5,8.5,8.0,8.5,8.5
486,8.5,8.5,8.5,8.0,8.5
487,8.5,8.5,8.5,8.5,8.5
488,8.0,8.0,8.0,8.5,8.5
489,8.5,8.2,8.5,8.5,8.5
490,8.,8.5,8.,8.,8.5
491,8.5,9.5,8.5,8.5,8.5
492,8.5,8.,8.0,8.5,8.5
493,8.0,8.5,8.5,8.5,8.5
494,8.5,8.5,8.5,8.5,8.5
495,8.5,8.5,8.5,7.5,8.5
496,8.5,8.5,8.5,8.5,8.2
497,8.5,8.5,8.5,8.5,8.5
498,8.0,8.0,8.5,8.5,8.0
499,8.5,8.0,8.5,8.5,8.5
500,8.5,8.5,8.,8.5,8.0
501,8.5,8.5,8.5,8.2,8.5
502,8.5,8.5,8.5,8.5,8.5
503,8.5,8.5,8.0,8.5,8.0
504,8.5,8.5,8.5,8.2,8.5
505,8.5,8.4,8.0,8.5,8.5
506,8.5,8.0,8.5,8.5,8.5
507,8.0,7.5,8.5,8.5,8.5
508,8.0,8.0,8.5,8.5,8.5
509,8.0,8.5,8.,8.0,8.5
510,8.0,8.5,8.5,8.5,8.5
511,8.5,8.5,8.5,8.5,8.2
512,8.5,8.5,8.5,8.5,8.5
513,8.5,8.0,8.2,8.,8.5
514,8.0,8.5,8.5,8.5,8.5
515,8.,8.5,8.5,8.5,8.0
516,8.5,8.5,8.5,8.5,8.5
517,8.0,8.5,8.5,8.5,8.5
518,8.5,8.5,8.5,8.5,8.5
519,8.5,8.0,8.5,8.5,8.5
520,8.5,8.5,8.5,8.0,8.5
521,8.5,8.5,8.0,8.5,8.0
522,8.0,8.0,8.0,8.5,8.0
523,8.5,8.5,8.2,8.5,8.2
524,8.5,8.5,8.5,8.5,8.5
525,8.0,8.5,8.,8.5,8.5
526,8.0,8.5,8.5,8.5,8.5
527,8.5,8.5,8.5,8.5,8.5
528,8.5,8.5,8.5,8.5,8.5
529,8.5,8.5,8.5,8.5,8.5
530,8.5,7.5,8.5,8.5,8.5
