Conversation_Id,Clarity_and_Simplicity,Relevance_and_Accuracy,Tone_and_Supportiveness,Adaptability,Consistency_and_Flow
361,9.0,9.0,9.0,9.0,9.0
362,9.0,9.0,9.0,9.0,9.0
363,9.0,9.0,9.0,9.0,9.0
364,9.0,9.0,9.0,9.0,9.0
365,9.0,9.0,9.0,9.0,9.0
366,9.0,9.0,9.0,9.0,9.0
367,9.0,9.0,9.0,9.0,9.0
368,9.0,9.0,9.0,9.0,9.0
369,9.0,9.0,9.0,8.5,9.0
370,9.0,9.0,9.0,9.0,9.0
371,9.0,9.0,9.0,9.0,9.0
372,9.0,9.0,9.0,9.0,9.0
373,9.0,9.0,9.0,9.0,9.0
374,9.0,9.5,9.0,9.0,9.0
375,9.0,9.0,9.0,9.0,9.0
376,9.0,9.0,9.0,9.0,9.0
377,9.0,9.0,9.0,8.5,8.5
378,9.0,9.0,9.0,9.0,9.0
379,9.0,9.0,9.0,9.0,9.0
380,9.0,9.0,9.0,9.0,9.0
381,2.0,2.0,4.0,2.0,2.0
382,9.0,7.5,9.0,7.5,8.0
383,4.0,4.0,5.0,3.0,3.0
384,9.0,9.0,9.0,9.0,9.0
385,7.0,6.5,7.5,4.0,4.0
386,9.0,9.0,9.0,9.0,9.0
387,9.0,9.0,9.0,8.5,8.5
388,9.0,9.0,9.0,9.0,9.0
389,9.0,9.0,9.0,9.0,9.0
390,9.0,9.0,9.0,9.0,9.0
391,9.0,9.0,8.5,8.5,8.5
392,8.5,8.5,8.5,7.5,8.5
393,9.0,9.0,9.0,8.0,9.0
394,9.0,9.0,9.0,8.5,9.0
395,9.0,9.0,9.0,9.0,8.5
396,9.0,9.0,9.0,9.0,9.0
397,9.0,9.0,9.0,9.0,9.0
398,9.0,9.0,9.0,9.0,9.0
399,8.5,8.5,9.0,7.5,6.5
400,9.0,9.0,9.0,9.0,9.0
401,9.0,9.0,9.0,9.0,9.0
402,9.0,9.0,9.0,9.0,9.0
403,9.0,9.0,9.0,9.0,9.0
404,9.0,9.0,9.0,9.0,9.0
405,9.0,9.0,9.0,9.0,9.0
406,9.0,9.0,9.0,9.0,9.0
407,9.0,9.0,9.0,9.0,9.0
408,9.0,9.0,9.0,9.0,9.0
409,9.0,9.0,9.0,9.0,9.0
410,9.0,9.0,9.0,9.0,9.0
411,9.0,9.0,9.0,9.0,9.0
412,9.0,9.0,9.0,8.5,8.5
413,9.0,9.0,9.0,9.0,9.0
414,9.0,9.0,9.0,9.0,9.0
415,9.0,9.0,9.0,9.0,9.0
416,9.0,9.0,9.0,9.0,9.0
417,9.0,9.0,9.0,9.0,9.0
418,9.0,9.0,9.0,9.0,9.0
419,9.0,9.0,9.0,9.0,9.0
420,9.0,9.0,9.0,9.0,9.0
421,9.0,9.0,9.0,9.0,9.0
422,9.0,9.0,9.0,9.0,9.0
423,9.0,9.0,9.0,9.0,9.0
424,9.0,9.0,9.0,9.0,9.0
425,9.0,9.0,9.0,9.0,9.0
426,9.0,9.0,9.0,9.0,9.0
427,9.0,9.0,9.0,9.0,9.0
428,9.0,9.0,9.0,9.0,9.0
429,9.0,9.0,9.0,9.0,9.0
430,9.0,9.0,9.0,9.0,9.0
431,9.0,9.0,9.0,9.0,9.0
432,9.0,9.0,9.0,9.0,9.0
433,9.0,9.0,9.0,9.0,9.0
434,9.0,9.0,9.0,9.0,9.0
435,9.0,9.0,9.0,9.0,9.0
436,9.0,9.0,9.0,9.0,9.0
437,9.0,9.0,9.0,8.5,8.5
438,9.0,9.0,9.0,9.0,9.0
439,9.0,9.0,9.0,9.0,9.0
440,9.0,9.0,9.0,8.0,9.0
441,9.0,9.0,9.0,9.0,9.0
442,9.0,9.0,9.0,9.0,9.0
443,9.0,9.0,9.0,9.0,9.0
444,9.0,9.0,9.0,9.0,9.0
445,9.0,9.0,9.0,9.0,9.0
446,9.0,9.0,9.0,9.0,9.0
447,9.0,9.0,9.0,9.0,9.0
448,9.0,9.0,9.0,9.0,9.0
449,9.0,9.0,9.0,9.0,9.0
450,9.0,9.0,9.0,9.0,9.0
451,9.0,9.0,9.0,9.0,9.0
452,9.0,9.0,9.0,9.0,9.0
453,9.0,9.0,9.0,9.0,9.0
454,9.0,9.0,9.0,9.0,9.0
455,9.0,9.0,9.0,9.0,9.0
456,9.0,9.0,9.0,9.0,9.0
457,9.0,9.0,9.0,8.5,9.0
458,9.0,9.0,9.0,9.0,9.0
459,9.0,9.0,9.0,9.0,9.0
460,9.0,9.0,9.0,9.0,9.0
461,9.0,10.0,9.0,9.0,9.0
462,9.0,9.0,9.0,9.0,9.0
463,9.0,9.0,9.0,9.0,9.0
464,9.0,9.0,9.5,9.0,9.0
465,9.0,10.0,9.0,9.0,9.0
466,9.0,9.0,9.0,9.0,9.0
467,9.0,9.0,9.0,9.0,9.0
468,9.0,9.0,9.0,9.0,9.0
469,9.0,9.0,9.0,9.0,9.0
470,9.0,9.0,9.0,9.0,9.0
471,9.0,9.0,9.0,9.0,9.0
472,9.0,9.0,9.0,9.0,9.0
473,9.0,9.0,9.0,8.0,9.0
474,9.0,9.0,9.0,9.0,8.5
475,9.0,9.0,9.0,9.0,9.0
476,9.0,9.0,9.0,8.5,8.5
477,9.0,9.0,9.0,8.5,8.5
478,9.0,9.0,9.0,9.0,9.0
479,9.0,8.5,9.0,6.5,6.5
480,9.0,9.0,9.0,7.5,8.0
481,9.0,9.0,9.0,9.0,9.0
482,9.0,9.0,9.0,9.0,9.0
483,9.0,9.0,9.0,9.0,9.0
484,9.0,9.0,9.0,9.0,9.0
485,9.0,9.0,9.0,7.5,8.5
486,9.0,9.0,9.0,9.0,9.0
487,8.5,7.5,8.5,5.0,6.5
488,9.0,9.0,9.0,8.5,8.5
489,8.5,7.5,9.0,5.0,7.5
490,9.0,9.0,9.0,9.0,9.0
491,9.0,9.0,9.0,9.0,8.5
492,9.0,9.0,9.0,9.0,9.0
493,9.0,9.0,9.0,9.0,8.5
494,9.0,9.0,9.0,9.0,9.0
495,8.0,7.5,7.5,4.0,5.0
496,9.0,9.0,8.5,8.5,9.0
497,8.5,8.5,9.0,8.5,7.5
498,9.0,9.0,9.0,9.0,9.0
499,7.5,4.0,7.5,4.0,5.0
500,9.0,9.0,9.0,9.0,9.0
501,8.5,8.5,8.5,6.0,6.5
502,8.0,7.5,8.5,5.0,6.5
503,6.5,6.5,8.5,3.0,3.0
504,8.5,7.5,7.5,6.0,6.5
505,9.0,9.0,9.0,9.0,9.0
506,9.0,9.0,9.0,9.0,9.0
507,9.0,9.0,9.0,9.0,9.0
508,9.0,9.0,9.0,9.0,9.0
509,9.0,9.0,9.0,9.0,9.0
510,9.0,9.0,9.0,9.0,9.0
511,9.0,9.0,9.0,9.0,9.0
512,9.0,9.0,9.0,9.0,9.0
513,9.0,9.0,9.0,9.0,9.0
514,9.0,9.0,9.0,9.0,9.0
515,9.0,9.0,9.0,9.0,9.0
516,9.0,9.0,9.0,9.0,9.0
517,9.0,9.0,9.0,9.0,9.0
518,9.0,9.0,9.0,9.0,9.0
519,9.0,9.0,9.0,9.0,9.0
520,9.0,9.0,9.0,9.0,9.0
521,9.0,9.0,9.0,8.5,9.0
522,9.0,9.0,9.0,9.0,9.0
523,9.0,9.0,9.0,9.0,9.0
524,9.0,9.0,9.0,8.0,8.5
525,9.0,9.0,9.0,8.0,9.0
526,9.0,9.0,9.0,8.0,9.0
527,9.0,9.0,9.0,9.0,9.0
528,9.0,9.0,9.0,9.0,9.0
529,9.0,9.0,9.0,9.0,9.0
530,9.0,9.0,9.0,9.0,9.0
