Conversation_Id,Clarity_and_Simplicity,Relevance_and_Accuracy,Tone_and_Supportiveness,Adaptability,Consistency_and_Flow
15,8.6,8.5,8.5,8.7,8.5,8.5,8.5,8.2,8.5,8.5,8.7,8.4,8.5,8.6,8.7,8.5,8.2,8.0,8.3,8.3,8.5,8.9,8.5,8.5,8.5
16,8.5,8.5,8.5,8.5,9.5,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.3,8.5,8.3,8.3,8.2,8.5,8.4,8.0,8.5,8.6,8.6,8.6,9.0
17,8.5,8.5,8.5,8.0,8.3,8.5,8.3,8.0,8.3,8.2,8.5,8.5,8.7,8.5,8.5,8.5,8.6,8.5,8.5,8.7,8.5,8.5,8.0,8.5,8.5
18,8.0,8.8,8.5,8.3,8.7,8.5,8.3,8.2,8.6,8.5,8.5,8.5,8.0,8.5,8.5,8.5,9.5,8.5,8.7,9.5,8.2,8.5,8.5,9.5,9.3
19,8.3,8.3,8.5,8.5,8.5,8.3,8.3,8.5,8.5,8.5,8.0,9.5,8.5,8.5,8.3,8.5,8.8,8.5,9.0,8.5,8.5,8.5,8.6,8.0,9.0
20,8.0,8.5,8.5,8.5,8.7,8.5,8.5,8.5,8.0,8.5,8.5,8.0,8.5,8.5,8.0,8.5,8.5,8.5,8.0,8.5,8.5,7.0
21,8.5,8.7,7.9,8.5,7.5,8.5,8.5,8.5,8.3,8.5,8.6,8.5,8.5,8.5,8.5,8.4,8.4,8.5,8.5,7.8,8.5,8.0,8.5,8.5,8.7
22,8.0,8.2,8.0,8.5,8.3,8.5,7.8,8.5,8.0,8.5,8.5,8.0,8.3,8.5,8.5,8.0,8.3,8.2,8.3,8.0,8.5,8.0,8.5,8.5,8.5
23,7.5,7.5,8.0,8.2,8.5,8.3,8.0,8.0,8.7,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.5
24,8.6,8.5,8.5,8.6,8.5,8.3,8.5,8.2,8.5,8.7,8.5,8.0,8.5,8.0,7.4,8.3,8.6,8.5,8.5,8.2,8.5,8.5,8.5,8.5,8.5
25,8.4,8.5,8.3,8.5,8.5,8.5,9.0,8.9,8.5,9.0,8.5,8.0,8.5,8.5,8.7,8.0,8.7,8.0,8.0,8.5,8.3,8.5,8.5,8.5,8.0
26,8.5,8.5,8.2,8.5,8.0,8.5,8.6,8.5,8.0,8.0,8.5,8.0,8.3,8.5,8.0,8.2,8.0,8.5,8.5,7.5,8.0,8.5,8.0,7.5,8.0
27,9.0,8.7,8.6,7.2,8.5,8.3,8.0,7.5,8.5,8.5,8.6,8.4,8.5,8.5,7.0,8.6,8.5,8.5,8.5,8.5,8.0,8.3,8.,8.5,8.5
28,8.5,8.3,8.5,8.6,8.3,8.5,8.6,9.3,8.2,8.6,8.5,8.7,8.5,8.5,8.3,8.5,8.5,8.5,8.6,8.5,8.5,8.5,8.0,8.5,8.5
29,8.5,8.5,8.2,8.7,8.7,8.3,8.0,8.6,8.6,8.5,9.5,8.5,8.5,9.0,8.6,8.5,8.5,8.5,8.5,8.2,8.6,9.0,8.5,8.5,8.5
30,8.5,8.5,8.5,8.5,8.5,8.5,8.2,8.5,8.5,8.5,8.0,8.0,4.0
31,8.6,8.5,8.5,8.5,8.7,8.5,8.4,8.5,8.2,8.3,8.2,8.5,8.7,8.5,8.0,8.0,8.5,7.6,8.5,8.0,8.5,8.7,8.3,8.0,8.6
32,8.5,8.5,9.0,8.5,8.4,8.5,8.0,8.5,8.5,8.3,8.2,8.5,8.5,8.0,8.3,8.6,8.4,8.7,8.7,8.5,7.5,8.5,8.,8.0,8.2
33,8.0,8.5,8.5,8.5,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.7,8.5,7.2,8.4,8.5,8.0,8.5,8.0,8.5,8.0,8.5,8.0,8.5
34,8.5,8.5,8.5,8.5,8.5,8.5,8.3,8.3,7.2,8.0,4.5,8.5,8.5,7.4,8.5,8.4,8.5,8.6,8.5,8.5,7.4,8.5,8.5,8.5,8.5
35,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0,7.6,8.5,8.5,8.5,8.3,8.0,9.0,8.5,8.5,8.0,8.7,8.2,8.6,8.0,8.5
36,9.2,8.2,8.7,8.2,8.5,8.7,8.5,8.5,8.5,8.5,8.0,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.3,8.0,8.4,8.5,8.5
37,8.5,8.5,8.5,6.0,8.5,8.2,8.5,8.5,8.6,8.5,8.5,7.0,8.0,8.0,4.0,8.5,4.0,5.0,8.0,8.0,8.0,8.0,5.0,4.0,8.0
38,9.5,8.5,8.7,8.5,8.7,8.5,8.0,8.6,8.2,8.5,8.5,8.3,8.5,9.0,8.5,8.7,8.0,8.9,8.0,8.2,8.5,5.0,7.5,8.5,8.
39,8.5,8.5,8.5,7.8,8.5,8.5,8.5,8.5,8.0,8.0,8.3,8.5,8.,8.5,8.5,8.2,8.0,8.5,7.5,8.6,8.5,8.7,8.7,8.0,8.5
40,8.5,8.5,8.3,8.0,8.5,7.6,8.5,8.9,8.5,8.5,8.5,8.5,7.6,8.6,8.5,8.0,8.5,8.0,7.2,8.0,8.5,8.7,8.3,8.5,8.5
41,8.5,8.0,8.2,8.3,8.5,8.5,9.0,8.5,8.5,8.5,8.5,8.3,8.2,8.0,8.6,8.5,8.5,8.5,8.5,8.7,8.5,8.5,8.2,8.5,8.5
42,8.5,8.0,8.5,8.5,8.2,8.7,8.5,8.2,8.5,8.3,8.5,8.5,8.2,8.2,8.5,8.5,8.5,8.5,8.,8.5,8.5,8.5,8.5,8.5,8.0
43,8.5,8.5,8.5,8.5,9.0,8.5,8.3,7.5,8.5,8.8,8.5,8.9,8.5,8.5,8.7,8.5,8.5,8.7,8.5,8.6,8.0,8.5,8.5,4.5,8.5
44,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.3,8.0,8.5,8.0,8.5,8.5,8.5,8.5,8.5,8.6,8.5,8.4,8.3,7.5,8.3,8.5
45,8.5,8.5,8.2,8.5,8.3,8.5,8.5,8.5,8.3,7.9,8.2,8.5,8.5,8.2,4.0,8.5,7.0,8.5,8.5,8.0,8.5,8.0,8.5,8.5,5.0
46,8.5,8.5,7.8,8.5,8.5,7.6,8.7,8.5,8.7,8.5,8.5,8.5,8.5,8.5,8.2,8.5,8.5,8.2,8.5,8.5,8.0,8.0,8.4,8.5,8.5
47,8.7,8.5,8.3,8.5,8.5,7.9,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.5,8.2,9.5,8.0,7.5,8.5,8.5,8.5,8.0,8.5,8.5,8.6
48,8.5,8.5,8.4,8.5,8.4,8.5,8.2,8.5,8.5,8.4,8.0,9.2,8.5,8.5,8.0,8.5,8.5,8.5,8.2,8.3,8.3,8.0,8.3,8.7,8.5
49,8.0,8.5,8.5,8.5,8.5,8.5,7.0,8.0,7.0,8.5,8.0,8.5,8.2,7.0,8.0,7.3,8.6,8.5,8.6,8.0,8.0,8.5,8.0,8.0,9.0
50,8.5,8.5,8.7,8.5,8.5,8.5,8.5,8.6,7.0,8.5,8.5,8.0,7.5,7.5,8.5,8.5,8.5,8.5,5.5,8.5,8.5,8.0,8.5,8.2,9.0
51,8.0,8.3,8.5,7.5,8.5,8.5,8.0,8.5,8.5,8.5,8.5,7.5,8.0,8.0,7.0,4.5,8.7,8.0,8.5,8.0,8.5,8.0,8.5,8.5,8.5
52,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.5,8.5,7.2,8.0,8.5,8.6,8.5,8.9,9.0,8.5,8.5,9.6,8.5,8.2,8.0,8.5,8.5,8.5
53,8.2,8.5,8.9,8.2,8.5,8.0,8.5,8.7,9.0,8.5,8.0,8.2,8.6,8.5,8.0,8.0,8.5,8.0,8.5,8.5,8.0,8.5,8.5,8.0,7.8
54,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.2,8.5,8.5,8.5,8.5,8.0,8.5,7.5,8.5,8.5,8.2
55,8.0,8.5,8.5,8.5,9.5,8.5,8.5,8.7,8.5,9.2,8.0,8.5,8.0,8.5,8.6,8.5,8.5,8.5,8.0,8.3,8.9,8.2,8.2,8.5,9.6
56,8.6,8.5,8.6,8.5,8.5,8.5,8.5,8.6,8.3,8.3,8.6,8.5,9.5,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.0,8.8,8.5
57,8.5,8.5,8.3,8.5,8.5,8.9,9.0,8.5,9.0,9.0,9.5,8.0,8.5,8.5,8.5,8.5,9.2,8.3,8.8,9.5,8.7,9.0,8.6,8.5,8.7
58,8.5,8.5,8.0,8.5,8.2,8.5,8.5,9.0,8.5,8.5,8.5,8.6,8.5,8.5,7.5,8.5,8.5,8.0,8.5,8.3,8.5,8.7,7.0,8.5,8.2
59,8.0,8.5,8.5,8.2,8.5,8.5,8.0,8.7,8.5,8.5,8.0,8.6,9.0,8.5,8.2,8.2,8.5,7.5,8.0,8.5,8.5,8.5,8.0,8.0,1.0
60,5.0,8.0,8.5,8.4,8.5,8.0,8.5,8.5,8.5,9.0,8.5,8.2,8.6,8.5,8.5,8.6,8.0,9.0,8.5,8.5,8.9,9.5,8.5,8.5,8.5
61,8.7,8.0,8.0,8.3,8.5,8.5,8.5,8.2,8.5,8.5,8.5,8.5,8.7,8.5,4.,8.6,8.0,8.5,8.5,8.0,8.5,8.2,8.,8.5,8.5
62,8.6,9.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.2,7.6,8.3,8.5,8.5,8.5,9.0,8.6,7.4,8.0,8.5,7.0,8.7,8.0,8.2
63,8.5,8.5,7.5,8.5,8.5,8.0,8.7,8.5,8.5,8.5,8.0,8.5,8.0,9.5,8.5,8.2,8.5,8.3,8.5,8.5,8.5,8.0,8.5,8.5,7.0
64,9.0,8.5,8.3,7.6,8.5,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.0,8.5,8.0,8.6,8.0,8.0,9.5,8.5,8.5,8.5,7.2,5.0,8.0
65,8.5,8.6,8.3,8.3,8.6,8.5,8.2,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.6,8.5,8.5,9.3,8.5,9.6,8.5,9.5
66,6.0,8.0,8.0,0.0,7.0,8.0,5.0,0.0,7.0,8.0,7.5,7.0,3.0,5.0,8.0,5.0,6.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0
67,8.2,8.5,8.2,8.6,8.5,8.3,8.6,8.3,8.5,8.5,8.9,8.3,8.5,8.5,8.6,8.8,8.5,8.2,8.9,9.8,8.9,8.5,8.5,8.5,8.5
68,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.4,8.5,8.5,8.6,8.5,8.0,8.0,8.5,9.5,8.5,8.5,8.3,8.5,8.3,8.5,8.3,8.5
69,8.5,8.5,8.5,8.6,8.5,9.0,8.5,8.5,8.5,8.2,8.3,8.5,8.5,8.5,8.5,8.5,8.5,8.2,8.5,8.7,8.0,8.5,8.5,8.0,8.6
70,9.5,7.5,8.5,8.5,8.5,8.7,8.6,9.0,8.5,8.4,9.5,8.6,8.5,8.5,8.5,8.3,8.5,8.3,8.7,8.7,8.5,8.2,8.5,8.3,8.0
71,8.5,8.5,8.7,9.5,8.5,8.6,8.5,8.5,8.7,7.5,8.5,8.5,8.5,8.5,9.5,8.5,8.5,8.7,8.7,8.5,8.5,8.5,8.6,8.5,8.7
72,8.5,8.5,8.5,8.5,8.5,8.7,8.7,8.5,8.7,8.5,8.5,7.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.0,4.0,8.5,8.5,5.0
73,7.5,9.2,8.7,8.6,8.0,8.0,8.0,8.6,8.2,8.5,8.5,8.5,8.5,8.5,8.0,8.2,8.5,8.9,8.6,8.3,7.0,8.5,8.0,8.6,8.5
74,8.5,7.5,8.5,8.5,7.5,8.2,9.0,8.0,8.5,7.9,8.0,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.3,8.0,8.0,8.5
75,8.4,8.5,8.5,8.0,8.3,8.5,8.5,8.7,8.6,8.,8.5,8.5,8.5,8.7,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.5,8.5,8.0,8.3
76,8.0,8.0,8.5,8.5,8.3,8.7,7.5,8.5,8.0,8.5,8.5,7.9,8.7,8.5,8.5,8.0,8.0,8.9,8.5,8.5,8.5,8.5,8.0,8.5,8.0
77,6.5,8.5,8.5,8.5,8.0,8.5,8.2,8.5,8.7,9.0,8.0,8.0,8.8,8.0,8.5,8.6,7.2,8.0,8.2,8.,8.5,8.5,8.5,8.5,8.0
78,8.5,8.5,8.,8.5,8.5,8.7,8.0,8.0,8.0,8.5,8.5,8.0,8.,8.5,8.5,8.,8.3,8.5,7.5,7.5,8.5,8.6,8.0,8.5,7.5
79,7.8,8.5,7.5,8.5,8.7,8.3,8.5,8.0,8.5,8.5,8.5,8.5,9.0,8.5,6.0,8.0,9.0,8.0,8.2,8.5,7.5,8.0,7.3,8.5,8.0
80,8.5,8.5,8.5,6.0,8.2,8.0,8.6,8.5,9.0,8.3,8.3,8.5,8.5,8.5,8.5,8.5,7.5,8.5,8.0,8.0,8.0,8.5,8.0,8.0,8.7
81,8.9,8.5,8.7,8.5,8.,8.0,8.5,8.5,8.0,8.2,7.9,8.6,8.3,8.5,7.5,8.2,8.5,8.5,8.7,8.5,8.0,8.5,8.4,8.5,8.2
82,8.5,8.0,8.9,8.6,7.4,8.5,7.5,8.0,8.4,8.5,8.5,8.6,8.9,8.5,8.0,8.5,8.5,8.2,8.5,8.0,7.5,8.0,8.5,8.5,8.0
83,8.5,8.5,8.5,8.2,8.5,8.8,8.2,8.5,8.5,8.5,8.3,8.5,9.0,8.5,7.5,8.9,8.2,8.7,8.5,8.0,8.5,8.2,8.5,8.5,8.5
84,8.5,8.5,8.7,8.0,8.5,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.3,8.0,8.5,8.5,8.5,8.0,8.2,8.5,8.5,7.0,8.0,8.0
85,8.3,9.0,8.5,8.5,8.3,8.3,8.3,8.5,8.0,7.5,8.5,8.5,8.5,8.5,8.5,8.5,7.0,8.5,8.5,8.,8.2,7.5,8.0,8.0,8.7
86,8.7,8.0,8.5,8.5,8.6,8.5,8.5,8.5,8.5,8.7,8.5,8.0,8.7,8.5,8.5,8.0,8.5,8.5,8.0,8.5,8.5,8.5,8.,8.5,8.5
87,8.5,8.5,8.5,8.5,8.6,8.5,8.0,8.5,8.0,8.5,8.5,8.6,8.5,8.5,7.5,8.0,8.5,8.5
88,8.5,8.5,8.0,8.0,8.5,8.5,8.5,8.5,8.5,7.5,8.5,8.,8.5,8.5,8.0,8.5,8.3,8.6,8.8,8.5,7.0,8.5,8.5,8.5,8.0
89,8.5,8.0,8.,8.7,8.5,9.0,8.5,8.,8.5,8.5,8.5,8.5,7.5,8.5,8.0,8.5,8.2,8.5,8.5,8.,8.5,8.2,8.7,8.0,8.0
90,8.5,8.5,8.0,8.5,8.2,8.4,8.5,8.5,8.5,8.2,7.6,8.5,8.3,8.5,8.5,8.0,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,7.5
91,6.8,7.2,8.3,8.5,8.5,8.0,7.5,8.5,8.5,8.5,8.3,8.3,8.5,8.5,8.2,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.3,8.5
92,8.5,8.5,7.,8.5,8.,8.7,8.5,8.5,8.5,8.5,8.,7.0,9.5,8.5,8.5,8.0,8.5,8.5,8.5,8.0,8.0,8.5,8.0,8.5,8.0
93,8.5,8.0,8.5,8.5,8.0,8.0,8.7,8.5,8.6,8.5,8.0,8.5,8.2,8.0,8.5,8.5,8.5,8.2,8.5,8.5,8.0,8.5,8.5,7.3,8.5
95,8.5,8.6,8.3,8.5,8.6,8.6,8.0,8.8,9.0,8.5,8.2,8.6,8.8,8.5,8.2,8.0,9.5,8.5,8.5,8.5,8.7,8.5,9.3,8.5,9.3
96,8.5,8.8,8.5,8.5,9.0,9.0,8.5,8.7,8.5,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.5
97,8.0,8.4,7.5,8.5,8.5,8.5,8.5,8.5,8.7,8.5,8.5,8.2,8.3,8.5,8.2,8.3,8.5,6.5,8.0,9.0,8.5,8.5,8.5,8.5,8.0
98,8.5,8.3,9.0,8.5,9.4,8.0,8.5,8.3,8.2,8.5,8.5,9.2,8.2,8.5,8.5,8.3,8.0,6.0,8.5,8.5,7.5,8.5,8.5,8.0,8.5
99,8.5,8.2,8.0,8.5,8.5,7.8,8.5,8.7,8.5,8.5,7.5,8.9,8.5,8.3,8.5,8.0,8.0,8.5,8.3,8.2,8.,8.5,8.9,8.2,8.2
100,8.5,8.5,8.5,8.5,9.0,9.5,8.7,8.3,8.4,8.5,8.7,9.5,8.5,8.3,8.7,8.0,8.5,8.5,8.,8.2,8.0,8.,8.5,8.6,8.5
101,8.6,8.5,8.5,8.6,8.5,8.5,8.3,8.6,8.5,8.0,7.8,8.2,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.2,8.7,8.5,8.5
102,9.5,8.2,8.6,8.5,7.9,8.5,8.5,8.5,8.5,8.7,8.5,8.5,8.0,8.5,8.5,8.5,8.2,8.5,8.7,8.6,8.5,8.5,8.0,8.5,8.5
103,8.7,8.5,7.8,8.5,8.6,8.2,8.5,8.0,8.6,8.5,8.5,8.5,8.2,8.0,8.7,8.5,8.5,7.5,7.5,8.5,8.5,8.5,7.9,7.5,9.2
104,8.5,8.5,8.0,8.2,8.3,8.5,8.5,8.7,8.3,8.5,8.5,8.6,8.0,8.2,8.5,9.2,8.2,8.5,8.5,8.5,8.5,8.0,8.0,8.5,8.5
105,8.5,8.6,8.5,8.7,8.5,8.5,8.5,8.5,6.0,8.5,8.4,8.5,7.2,8.5,8.5,8.3,8.7,8.2,8.5,8.5,8.5,8.5,8.5,8.5,8.0
106,7.8,8.5,8.5,8.0,8.7,8.5,8.5,8.5,8.0,8.2,8.3,6.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.4,8.0,8.0,8.0,8.5
107,8.5,8.5,8.5,8.6,9.0,8.5,8.5,8.0,9.3,8.5,8.5,8.5,8.0
108,8.5,8.5,8.2,8.7,8.5,8.5,8.5,9.5,8.5,8.5,8.3,9.0,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.5,8.5,8.5
109,8.5,9.0,9.5,8.5,8.5,8.0,8.6,8.5,9.4,8.5,7.0,9.0,8.5,8.2,8.6,8.0,7.5,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.5
110,8.5,8.7,8.7,8.2,8.2,8.5,8.2,8.5,8.0,8.5,8.0,8.5,8.5,8.5,8.5,7.8,9.0,8.7,8.5,8.5,8.5,8.5,8.0,8.5,8.5
111,8.7,9.0,8.6,8.7,8.3,8.0,8.5,8.7,8.5,9.2,7.5,8.5,8.5,8.5,8.5,8.0,8.5,8.5,8.3,8.6,8.5,8.5,8.5,8.5,9.5
112,8.5,8.5,8.0,7.6,8.3,8.5,8.5,8.,8.0,8.,7.3,8.0,8.0,8.5,8.7,8.5,8.3,8.0,7.5,8.5,8.0,8.,8.0,8.6,8.0
113,8.5,8.2,8.0,8.0,8.7,8.5,8.5,8.0,8.5,9.8,8.2,7.6
114,8.9,8.5,8.5,8.2,8.5,8.5,8.9,9.0,8.7,8.3,8.,8.,8.5,8.5,9.5,8.7,8.5,8.5,8.3,8.2,8.6,8.9,7.6,8.5,8.5
115,5.0,8.0,0,8.5,8.0,8.5,8.5,8.3,8.5,8.5,8.7,8.3,8.5,8.3,9.0,8.5,8.6,8.5,8.5,8.2,8.3,8.5,8.5,8.5,9.5
116,8.5,8.2,8.6,8.5,8.2,8.5,8.5,8.5,8.5,8.5,9.3,8.5,8.7,8.0,8.0,9.3,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.5
117,8.5,8.5,8.3,8.5,8.5,9.0,8.6,9.2,8.8,8.7,8.5,8.0,8.6,8.3,8.5,8.0,8.6,8.5,8.5,8.5,8.5,8.8,8.9,8.5,8.7
118,8.5,8.3,8.5,9.5,8.5,8.5,8.3,8.5,8.9,8.5,9.2,9.0,8.6,9.2,8.5,8.4,8.5,8.5,8.5,9.2,8.2,9.5,8.5,8.2,8.5
119,8.3,8.3,8.5,8.7,9.5,8.5,8.6,9.5,8.5,8.5,8.9,8.5,8.0,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.7,9.5,8.5,8.5
120,8.5,8.5,9.5,8.5,8.5,8.5,8.2,8.5,8.3,8.5,8.5,8.5,8.5,8.7,8.5,8.5,8.7,8.5,8.5,8.5,8.5,8.0,8.0,8.5,8.6
121,8.3,8.5,8.5,8.5,8.9,8.5,8.5,8.5,8.5,8.5,8.9,8.5,8.2,8.5,8.5,8.6,8.5,8.3,8.7,8.5,8.5,8.2,9.5,8.5,8.5
122,8.5,9.5,8.5,8.5,8.5,8.0,8.5,8.5,8.5,8.2,8.5,8.2,8.5,8.0,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
123,8.5,8.3,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.3,8.6,8.5,8.5,8.2,9.2
124,8.5,8.0,8.5,8.3,8.5,9.0,8.5,8.5,8.8,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.5,8.6,8.5,8.5,8.5,8.5,8.5,8.5,8.5
125,8.5,8.5,8.5,8.5,8.3,8.3,8.5,8.2,8.5,9.3,9.5,8.5,8.5,8.5,8.0,8.5,8.5,8.4,7.5,8.5,8.2,8.5,8.5,8.5,8.0
126,8.5,8.3,9.5,8.2,9.0,8.9,9.3,9.0,8.5,8.2,8.5,9.5,8.5,8.5,8.0,9.5,8.5,8.5,8.9,8.0,8.5,7.5,8.2,8.5,8.5
127,8.2,8.5,8.5,8.5,8.5,8.7,8.0,8.3,8.5,8.2,8.5,8.5,8.5,8.5,8.5,8.2,8.5,8.5,8.6,8.5,8.7,8.5,8.5,8.5,8.5
128,8.3,8.5,8.6,8.2,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.3,8.5,8.5,9.0,9.4,9.5,8.5,8.6,8.6,9.2,8.5,8.5,8.5,8.7
129,8.2,8.2,8.5,8.5,8.0,8.5,8.5,8.5,9.5,8.5,8.9,8.2,8.5,8.3,8.5,8.5,8.5,8.2,8.5,8.5,8.6,8.3,8.5,8.5,7.5
130,8.6,8.5,8.2,8.5,8.5,8.2,8.5,8.3,8.5,8.7,8.5,9.5,8.5,8.3,8.5,8.5,8.5,8.5,8.5,8.5,9.5,8.0,8.5,8.5,8.0
131,8.0,8.5,8.5,8.5,8.8,8.5,8.5,8.5,8.7,8.3,8.3,8.5,8.5,8.7,8.5,8.5,8.9,8.5,8.0,8.8,8.0,8.5,8.5,8.8,8.5
132,8.2,8.5,8.7,8.5,8.5,8.0,8.5,8.5,8.5,8.0,8.5,8.5,8.6,8.8,8.2,8.5,8.5,8.2,8.0,8.7,8.8,8.5,8.5,8.7,8.5
133,8.3,8.3,8.5,8.5,8.5,8.5,8.4,8.0,8.3,8.3,8.5,8.0,8.0,4.0,4.0,0,8.0,0,7.5,0,5.0,5.0,8.0,5.0,8.0
134,9.5,8.7,8.2,9.2,8.5,8.5,8.3,8.9,8.6,8.7,9.6,8.0,8.5,8.5,8.9,8.5,8.0,8.0,8.0,8.5,8.5,8.2,8.5,9.2,8.7
135,8.5,8.5,8.5,8.9,8.5,8.5,8.0,9.5,8.9,8.3,8.5,8.2,8.5,8.5,8.5,8.5,8.5,8.0,9.4,8.5,8.5,8.5,8.0,8.5,8.7
136,8.5,8.5,8.5,8.5,8.0,8.2,8.5,8.2,8.5,8.5,9.5,8.5,8.5,8.0,8.0,8.5,8.3,8.5,8.5,8.5,8.2,8.9,8.9,9.0,8.7
137,8.2,8.7,8.5,8.0,8.5,8.5,8.5,9.2,8.5,8.6,8.6,8.5,8.2,8.5,9.0,8.7,8.5,8.5,8.5,8.5,9.5,8.5,8.5,8.9,8.5
138,8.5,8.5,8.5,8.0,8.3,8.5,8.6,8.5,8.5,8.5,8.0,8.5,8.5,8.4,9.0,8.5,8.0,8.6,8.5,8.5,8.5,8.0,8.0,8.2,8.2
